"2013-04-01 08:35:00","EnterpriseSite1",1,1,36,36,0,0
"2013-04-01 08:40:00","EnterpriseSite1",1,49,7,37,0,1
"2013-04-01 08:40:00","EnterpriseSite1",2,3,61,93,0,1
"2013-04-01 08:40:00","EnterpriseSite2",1,26,9,36,0,1
"2013-04-01 08:40:00","EnterpriseSite2",2,4,0,0,0,0
"2013-04-01 08:40:00","EnterpriseSite3",1,26,9,65,0,0
"2013-04-01 08:40:00","EnterpriseSite3",2,1,0,0,1,1
"2013-04-01 08:45:00","EnterpriseSite1",1,31,7,37,0,1
"2013-04-01 08:45:00","EnterpriseSite1",2,3,61,93,3,9
"2013-04-01 08:45:00","EnterpriseSite2",1,27,9,36,0,1
"2013-04-01 08:45:00","EnterpriseSite2",2,4,0,0,1,1
"2013-04-01 08:45:00","EnterpriseSite3",1,29,9,65,0,0
"2013-04-01 08:45:00","EnterpriseSite3",2,1,0,0,0,0
"2013-04-01 08:45:00","EnterpriseSite3",3,1,0,0,0,0
"2013-04-01 08:50:00","EnterpriseSite1",1,31,7,37,0,1
"2013-04-01 08:50:00","EnterpriseSite1",2,2,92,93,0,0
"2013-04-01 08:50:00","EnterpriseSite2",1,29,7,32,0,1
"2013-04-01 08:50:00","EnterpriseSite2",2,2,0,0,1,1
"2013-04-01 08:50:00","EnterpriseSite3",1,26,9,65,0,1
"2013-04-01 08:50:00","EnterpriseSite3",2,2,0,0,2,3
"2013-04-01 08:55:00","EnterpriseSite1",1,29,7,37,0,1
"2013-04-01 08:55:00","EnterpriseSite1",2,3,61,93,0,1
"2013-04-01 08:55:00","EnterpriseSite2",1,33,8,36,0,1
"2013-04-01 08:55:00","EnterpriseSite2",2,1,0,0,2,2
"2013-04-01 08:55:00","EnterpriseSite3",1,30,7,35,0,1
"2013-04-01 08:55:00","EnterpriseSite3",2,2,0,0,1,1
"2013-04-01 09:00:00","EnterpriseSite1",1,28,7,37,0,1
"2013-04-01 09:00:00","EnterpriseSite1",2,3,61,93,1,2
"2013-04-01 09:00:00","EnterpriseSite2",1,33,7,36,0,1
"2013-04-01 09:00:00","EnterpriseSite2",2,1,0,0,2,2
"2013-04-01 09:00:00","EnterpriseSite3",1,26,9,65,0,1
"2013-04-01 09:00:00","EnterpriseSite3",2,2,0,0,2,3
"2013-04-01 09:05:00","EnterpriseSite1",1,28,6,37,0,1
"2013-04-01 09:05:00","EnterpriseSite1",2,3,61,93,1,2
"2013-04-01 09:05:00","EnterpriseSite2",1,30,7,36,0,1
"2013-04-01 09:05:00","EnterpriseSite2",2,1,0,0,1,1
"2013-04-01 09:05:00","EnterpriseSite3",1,25,9,65,0,1
"2013-04-01 09:05:00","EnterpriseSite3",2,2,0,0,2,3
"2013-04-01 09:10:00","EnterpriseSite1",1,40,7,37,0,1
"2013-04-01 09:10:00","EnterpriseSite1",2,2,46,91,1,1
"2013-04-01 09:10:00","EnterpriseSite2",1,31,8,36,0,1
"2013-04-01 09:10:00","EnterpriseSite2",2,1,0,0,1,1
"2013-04-01 09:10:00","EnterpriseSite3",1,26,8,65,0,1
"2013-04-01 09:10:00","EnterpriseSite3",2,2,0,0,1,1
"2013-04-01 09:15:00","EnterpriseSite1",1,31,6,37,0,7
"2013-04-01 09:15:00","EnterpriseSite1",2,4,61,93,1,2
"2013-04-01 09:15:00","EnterpriseSite2",1,33,8,37,0,1
"2013-04-01 09:15:00","EnterpriseSite2",2,1,0,0,1,1
"2013-04-01 09:15:00","EnterpriseSite2",4,1,0,0,0,0
"2013-04-01 09:15:00","EnterpriseSite3",1,28,8,65,0,1
"2013-04-01 09:15:00","EnterpriseSite3",2,3,0,0,2,3
"2013-04-01 09:20:00","EnterpriseSite1",1,27,8,37,2,14
"2013-04-01 09:20:00","EnterpriseSite1",2,3,61,93,3,9
"2013-04-01 09:20:00","EnterpriseSite2",1,33,7,36,0,1
"2013-04-01 09:20:00","EnterpriseSite2",2,1,0,0,2,2
"2013-04-01 09:20:00","EnterpriseSite3",1,48,8,65,0,1
"2013-04-01 09:20:00","EnterpriseSite3",2,2,0,0,2,3
"2013-04-01 09:25:00","EnterpriseSite1",1,47,7,37,0,1
"2013-04-01 09:25:00","EnterpriseSite1",2,2,47,93,4,8
"2013-04-01 09:25:00","EnterpriseSite2",1,34,8,36,0,1
"2013-04-01 09:25:00","EnterpriseSite2",2,1,0,0,2,2
"2013-04-01 09:25:00","EnterpriseSite2",4,2,14,27,0,0
"2013-04-01 09:25:00","EnterpriseSite3",1,32,9,65,0,1
"2013-04-01 09:25:00","EnterpriseSite3",2,2,0,0,2,3
"2013-04-01 09:25:00","EnterpriseSite3",4,1,0,0,0,0
"2013-04-01 09:30:00","EnterpriseSite1",1,39,7,37,0,2
"2013-04-01 09:30:00","EnterpriseSite1",2,2,92,93,0,0
"2013-04-01 09:30:00","EnterpriseSite2",1,31,8,36,0,1
"2013-04-01 09:30:00","EnterpriseSite2",2,1,0,0,1,1
"2013-04-01 09:30:00","EnterpriseSite3",1,26,9,65,0,1
"2013-04-01 09:30:00","EnterpriseSite3",2,1,0,0,1,1
"2013-04-01 09:35:00","EnterpriseSite1",1,35,6,37,0,1
"2013-04-01 09:35:00","EnterpriseSite1",2,2,92,93,0,0
"2013-04-01 09:35:00","EnterpriseSite2",1,34,7,36,0,1
"2013-04-01 09:35:00","EnterpriseSite3",1,28,8,65,0,2
"2013-04-01 09:40:00","EnterpriseSite1",1,30,7,37,0,2
"2013-04-01 09:40:00","EnterpriseSite1",2,2,92,93,0,0
"2013-04-01 09:40:00","EnterpriseSite2",1,33,8,36,0,1
"2013-04-01 09:40:00","EnterpriseSite3",1,35,7,65,0,3
"2013-04-01 09:45:00","EnterpriseSite1",1,31,7,37,0,2
"2013-04-01 09:45:00","EnterpriseSite1",2,2,92,93,0,0
"2013-04-01 09:45:00","EnterpriseSite2",1,32,8,36,0,1
"2013-04-01 09:45:00","EnterpriseSite2",2,1,0,0,0,0
"2013-04-01 09:45:00","EnterpriseSite2",3,2,0,0,0,0
"2013-04-01 09:45:00","EnterpriseSite3",1,30,8,65,0,1
"2013-04-01 09:50:00","EnterpriseSite1",1,29,6,37,0,1
"2013-04-01 09:50:00","EnterpriseSite1",2,2,92,93,0,0
"2013-04-01 09:50:00","EnterpriseSite2",1,33,8,36,0,1
"2013-04-01 09:50:00","EnterpriseSite3",1,28,8,65,0,3
"2013-04-01 09:55:00","EnterpriseSite1",1,30,7,37,0,2
"2013-04-01 09:55:00","EnterpriseSite1",2,2,92,93,0,0
"2013-04-01 09:55:00","EnterpriseSite2",1,32,8,36,0,1
"2013-04-01 09:55:00","EnterpriseSite3",1,29,8,65,0,1
"2013-04-01 10:00:00","EnterpriseSite1",1,30,7,37,0,1
"2013-04-01 10:00:00","EnterpriseSite1",2,2,92,93,0,0
"2013-04-01 10:00:00","EnterpriseSite1",3,1,0,0,0,0
"2013-04-01 10:00:00","EnterpriseSite2",1,31,8,36,0,1
"2013-04-01 10:00:00","EnterpriseSite3",1,31,9,65,0,3
"2013-04-01 10:05:00","EnterpriseSite1",1,29,7,37,0,2
"2013-04-01 10:05:00","EnterpriseSite1",2,2,92,93,0,0
"2013-04-01 10:05:00","EnterpriseSite2",1,32,7,36,0,1
"2013-04-01 10:05:00","EnterpriseSite3",1,28,8,65,0,2
"2013-04-01 10:10:00","EnterpriseSite1",1,46,7,37,0,2
"2013-04-01 10:10:00","EnterpriseSite1",2,2,92,93,0,0
"2013-04-01 10:10:00","EnterpriseSite2",1,33,7,36,0,1
"2013-04-01 10:10:00","EnterpriseSite3",1,29,8,65,0,1
"2013-04-01 10:15:00","EnterpriseSite1",1,32,7,37,0,1
"2013-04-01 10:15:00","EnterpriseSite1",2,2,92,93,0,0
