"2013-04-01 08:40:00","172.20.0.5","2"
"2013-04-01 08:40:00","172.20.0.6","2"
"2013-04-01 08:40:00","172.20.0.7","2"
"2013-04-01 08:40:00","172.20.0.8","2"
"2013-04-01 08:45:00","172.20.0.3","2"
"2013-04-01 08:45:00","172.20.0.6","2"
"2013-04-01 08:45:00","172.20.0.7","2"
"2013-04-01 08:45:00","172.20.0.8","2"
"2013-04-01 08:50:00","172.20.0.3","2"
"2013-04-01 08:50:00","172.20.0.8","2"
"2013-04-01 08:55:00","172.20.0.3","2"
"2013-04-01 09:00:00","172.20.0.3","2"
"2013-04-01 09:05:00","172.20.0.3","2"
"2013-04-01 09:05:00","172.20.1.215","3"
"2013-04-01 09:10:00","172.20.0.3","2"
"2013-04-01 09:10:00","172.20.1.228","3"
"2013-04-01 09:10:00","172.20.1.238","3"
"2013-04-01 09:10:00","172.20.1.252","3"
"2013-04-01 09:15:00","172.20.0.3","2"
"2013-04-01 09:15:00","172.20.0.6","4"
"2013-04-01 09:15:00","172.20.1.201","4"
"2013-04-01 09:15:00","172.20.1.222","4"
"2013-04-01 09:20:00","172.20.0.3","2"
"2013-04-01 09:25:00","172.20.0.3","2"
"2013-04-01 09:25:00","172.20.0.7","4"
"2013-04-01 09:25:00","172.20.2.103","4"
"2013-04-01 09:30:00","172.20.0.3","2"
"2013-04-01 09:45:00","172.20.0.7","2"
"2013-04-01 09:45:00","172.20.2.66","4"
"2013-04-01 10:15:00","172.20.0.3","4"
"2013-04-01 10:20:00","172.20.0.3","2"
"2013-04-01 10:25:00","172.20.0.3","2"
"2013-04-01 10:25:00","172.20.0.5","4"
"2013-04-01 11:20:00","172.20.0.7","4"
"2013-04-01 11:25:00","172.20.0.7","4"
"2013-04-01 11:55:00","172.20.0.6","4"
"2013-04-01 12:40:00","172.20.0.6","3"
"2013-04-01 12:55:00","172.20.0.5","4"
"2013-04-01 13:05:00","172.20.0.15","4"
"2013-04-01 13:15:00","172.20.0.3","4"
"2013-04-01 13:25:00","172.20.0.15","4"
"2013-04-01 13:25:00","172.20.0.6","4"
"2013-04-01 13:25:00","172.20.0.7","4"
"2013-04-01 14:50:00","172.20.0.2","4"
"2013-04-01 14:55:00","172.20.0.5","4"
"2013-04-01 14:55:00","172.20.0.6","4"
"2013-04-01 15:10:00","172.20.0.4","4"
"2013-04-01 15:15:00","172.20.0.8","4"
"2013-04-01 15:25:00","172.20.0.5","4"
"2013-04-01 15:30:00","172.20.0.6","4"
"2013-04-01 16:15:00","172.20.0.3","4"
"2013-04-01 16:15:00","172.20.0.4","4"
"2013-04-01 16:25:00","172.20.0.15","4"
"2013-04-01 16:25:00","172.20.0.3","4"
"2013-04-01 16:55:00","172.20.0.6","3"
"2013-04-01 17:30:00","172.20.0.5","4"
"2013-04-01 17:55:00","172.20.0.6","4"
"2013-04-01 18:25:00","172.20.0.5","4"
"2013-04-01 18:25:00","172.20.0.8","4"
"2013-04-01 18:30:00","172.20.0.5","4"
"2013-04-01 18:55:00","172.20.0.6","4"
"2013-04-01 19:50:00","172.20.0.15","4"
"2013-04-01 20:00:00","172.20.0.7","4"
"2013-04-01 20:15:00","172.20.0.6","4"
"2013-04-01 20:30:00","172.20.0.15","4"
"2013-04-01 21:30:00","172.20.0.5","4"
"2013-04-01 21:30:00","172.20.0.8","4"
"2013-04-01 22:00:00","172.20.0.4","4"
"2013-04-01 22:00:00","172.20.0.7","4"
"2013-04-01 22:05:00","172.20.0.3","4"
"2013-04-01 22:25:00","172.20.0.4","4"
"2013-04-01 23:00:00","172.20.0.15","4"
"2013-04-01 23:00:00","172.20.0.8","4"
"2013-04-01 23:20:00","172.20.0.6","3"
"2013-04-01 23:25:00","172.20.0.4","4"
"2013-04-01 23:30:00","172.20.0.15","4"
"2013-04-02 00:00:00","172.20.0.15","4"
"2013-04-02 00:00:00","172.20.0.2","4"
"2013-04-02 00:00:00","172.20.0.4","4"
"2013-04-02 00:00:00","172.20.0.8","4"
"2013-04-02 00:40:00","172.20.0.4","4"
"2013-04-02 00:55:00","172.20.0.2","4"
"2013-04-02 01:25:00","172.20.0.2","4"
"2013-04-02 01:25:00","172.20.0.7","4"
"2013-04-02 01:40:00","172.20.0.4","4"
"2013-04-02 01:50:00","172.20.0.5","4"
"2013-04-02 01:50:00","172.20.0.8","4"
"2013-04-02 01:55:00","172.20.0.5","4"
"2013-04-02 02:00:00","172.20.0.3","4"
"2013-04-02 02:20:00","172.20.0.5","4"
"2013-04-02 02:40:00","172.20.0.15","4"
"2013-04-02 02:50:00","172.20.0.5","4"
"2013-04-02 02:55:00","172.20.0.2","4"
"2013-04-02 03:20:00","172.20.0.15","4"
"2013-04-02 03:25:00","172.20.0.7","4"
"2013-04-02 03:40:00","172.20.0.6","4"
"2013-04-02 03:55:00","172.20.0.4","4"
"2013-04-02 04:00:00","172.20.0.4","4"
"2013-04-02 04:40:00","172.20.0.3","4"
"2013-04-02 04:50:00","172.20.0.15","4"
"2013-04-02 05:15:00","172.20.0.15","4"
"2013-04-02 05:40:00","172.20.0.8","4"
"2013-04-02 05:55:00","172.20.0.3","4"
"2013-04-02 06:10:00","172.20.0.3","4"
"2013-04-02 06:30:00","172.20.0.3","4"
"2013-04-02 06:30:00","172.20.0.4","4"
"2013-04-02 06:45:00","172.20.0.15","4"
"2013-04-02 07:40:00","172.20.0.2","3"
"2013-04-02 08:05:00","172.20.0.8","3"
"2013-04-02 08:05:00","172.20.1.221","3"
"2013-04-02 08:15:00","172.20.0.15","3"
"2013-04-02 08:30:00","172.20.1.243","2"
"2013-04-02 08:30:00","172.20.1.254","3"
"2013-04-02 08:45:00","172.20.0.8","3"
"2013-04-02 08:55:00","172.20.2.110","3"
"2013-04-02 09:00:00","172.20.1.254","3"
"2013-04-02 09:05:00","172.20.0.2","3"
"2013-04-02 09:05:00","172.20.2.61","3"
"2013-04-02 09:35:00","172.20.1.232","3"
"2013-04-02 09:40:00","172.20.2.51","3"
"2013-04-02 09:40:00","172.20.2.61","3"
"2013-04-02 09:40:00","172.20.2.83","3"
"2013-04-02 10:00:00","172.20.1.224","3"
"2013-04-02 10:00:00","172.20.2.136","2"
"2013-04-02 10:05:00","172.20.2.79","3"
"2013-04-02 10:15:00","172.20.0.15","3"
"2013-04-02 10:35:00","172.20.2.57","3"
"2013-04-02 10:35:00","172.20.2.65","3"
"2013-04-02 10:35:00","172.20.2.82","3"
"2013-04-02 10:40:00","172.20.2.66","3"
"2013-04-02 11:05:00","172.20.1.215","3"
"2013-04-02 11:10:00","172.20.0.15","3"
"2013-04-02 11:15:00","172.20.1.210","3"
"2013-04-02 11:15:00","172.20.1.250","3"
"2013-04-02 11:15:00","172.20.2.50","3"
"2013-04-02 11:20:00","172.20.0.15","3"
"2013-04-02 11:35:00","172.20.1.216","3"
"2013-04-02 11:40:00","172.20.1.211","3"
"2013-04-02 11:40:00","172.20.1.230","3"
"2013-04-02 11:40:00","172.20.1.237","3"
"2013-04-02 11:40:00","172.20.2.142","3"
"2013-04-02 12:05:00","172.20.1.216","3"
"2013-04-02 12:05:00","172.20.1.226","3"
"2013-04-02 12:10:00","172.20.1.238","3"
"2013-04-02 12:25:00","172.20.0.15","3"
"2013-04-02 12:40:00","172.20.2.118","3"
"2013-04-02 13:00:00","172.20.2.72","3"
"2013-04-02 13:10:00","172.20.0.15","3"
"2013-04-02 13:10:00","172.20.1.250","3"
"2013-04-02 13:10:00","172.20.1.252","3"
"2013-04-02 13:15:00","172.20.2.95","3"
"2013-04-02 13:20:00","172.20.2.124","3"
"2013-04-02 13:20:00","172.20.2.57","3"
"2013-04-02 13:30:00","172.20.2.143","3"
"2013-04-02 13:30:00","172.20.2.68","3"
"2013-04-02 13:35:00","172.20.2.124","3"
"2013-04-02 14:10:00","172.20.2.114","2"
"2013-04-02 14:30:00","172.20.0.15","3"
"2013-04-02 14:35:00","172.20.2.141","3"
"2013-04-02 14:35:00","172.20.2.52","3"
"2013-04-02 14:45:00","172.20.2.67","3"
"2013-04-02 15:00:00","172.20.0.15","3"
"2013-04-02 15:10:00","172.20.2.77","3"
"2013-04-02 15:10:00","172.20.2.97","3"
"2013-04-02 15:20:00","172.20.0.15","3"
"2013-04-02 15:30:00","172.20.0.2","3"
"2013-04-02 15:35:00","172.20.2.125","3"
"2013-04-02 15:35:00","172.20.2.127","3"
"2013-04-02 15:35:00","172.20.2.74","3"
"2013-04-02 15:45:00","172.20.2.50","3"
"2013-04-02 16:05:00","172.20.1.228","2"
"2013-04-02 16:05:00","172.20.2.122","3"
"2013-04-02 16:05:00","172.20.2.142","3"
"2013-04-02 16:05:00","172.20.2.50","3"
"2013-04-02 16:05:00","172.20.2.52","3"
"2013-04-02 16:05:00","172.20.2.76","3"
"2013-04-02 16:10:00","172.20.2.111","3"
"2013-04-02 16:10:00","172.20.2.118","3"
"2013-04-02 16:15:00","172.20.2.124","3"
"2013-04-02 16:35:00","172.20.2.132","3"
"2013-04-02 16:40:00","172.20.2.123","3"
"2013-04-02 16:45:00","172.20.2.77","3"
"2013-04-02 16:50:00","172.20.0.15","3"
"2013-04-02 17:05:00","172.20.1.230","3"
"2013-04-02 17:05:00","172.20.1.252","3"
"2013-04-02 17:05:00","172.20.2.81","3"
"2013-04-02 17:10:00","172.20.2.99","3"
"2013-04-02 17:15:00","172.20.2.51","3"
"2013-04-02 17:15:00","172.20.2.60","3"
"2013-04-02 17:15:00","172.20.2.69","3"
"2013-04-02 17:15:00","172.20.2.88","3"
"2013-04-02 17:35:00","172.20.0.15","3"
"2013-04-02 17:35:00","172.20.1.235","3"
"2013-04-02 17:35:00","172.20.1.236","3"
"2013-04-02 17:35:00","172.20.2.66","3"
"2013-04-02 17:40:00","172.20.2.110","3"
"2013-04-02 17:45:00","172.20.2.137","3"
"2013-04-02 18:05:00","172.20.1.203","3"
"2013-04-02 18:10:00","172.20.2.138","3"
"2013-04-02 18:10:00","172.20.2.144","3"
"2013-04-02 18:10:00","172.20.2.91","4"
"2013-04-02 18:15:00","172.20.2.129","3"
"2013-04-02 18:15:00","172.20.2.94","3"
"2013-04-02 18:40:00","172.20.1.204","3"
"2013-04-02 18:40:00","172.20.1.209","3"
"2013-04-02 18:40:00","172.20.1.224","3"
"2013-04-02 18:40:00","172.20.1.232","3"
"2013-04-02 18:40:00","172.20.2.52","3"
"2013-04-02 18:40:00","172.20.2.97","3"
"2013-04-02 18:45:00","172.20.2.113","4"
"2013-04-02 18:55:00","172.20.2.79","4"
"2013-04-02 19:05:00","172.20.0.15","3"
"2013-04-02 19:10:00","172.20.1.245","3"
"2013-04-02 19:10:00","172.20.2.127","3"
"2013-04-02 19:10:00","172.20.2.82","3"
"2013-04-02 19:10:00","172.20.2.99","3"
"2013-04-02 19:15:00","172.20.1.217","3"
"2013-04-02 19:15:00","172.20.2.137","3"
"2013-04-02 19:45:00","172.20.1.223","3"
"2013-04-02 19:45:00","172.20.1.228","3"
"2013-04-02 20:10:00","172.20.0.15","3"
"2013-04-02 20:10:00","172.20.1.209","3"
"2013-04-02 20:10:00","172.20.1.219","3"
"2013-04-02 20:10:00","172.20.1.235","3"
