"2013-04-01 07:50:00","EnterpriseSite1","Other",17,913,0,5,0,0,4
"2013-04-01 07:50:00","EnterpriseSite2","Other",17,1104,0,12,0,29,1
"2013-04-01 07:50:00","EnterpriseSite3","Other",17,451500,0,2580,0,2034,1902
"2013-04-01 07:55:00","EnterpriseSite1","EnterpriseSite2",1,3034,0,41,0,0,41
"2013-04-01 07:55:00","EnterpriseSite1","EnterpriseSite3",1,25086,0,339,0,0,338
"2013-04-01 07:55:00","EnterpriseSite1","Other",17,53369,0,306,0,325,196
"2013-04-01 07:55:00","EnterpriseSite2","EnterpriseSite2",6,22599,0,22,0,0,3
"2013-04-01 07:55:00","EnterpriseSite2","Other",17,517806,0,2977,0,2198,2254
"2013-04-01 07:55:00","EnterpriseSite3","Other",17,486,0,2,0,0,2
"2013-04-01 08:00:00","EnterpriseSite1","EnterpriseSite1",1,24050,0,325,0,3843,93
"2013-04-01 08:00:00","EnterpriseSite1","EnterpriseSite1",6,348895,0,287,0,19,22
"2013-04-01 08:00:00","EnterpriseSite1","EnterpriseSite3",1,962,0,13,0,0,13
"2013-04-01 08:00:00","EnterpriseSite1","INTERNET",6,2156911,3022853,23890,19112,0,4778
"2013-04-01 08:00:00","EnterpriseSite1","Other",17,383340,0,2191,0,1620,1650
"2013-04-01 08:00:00","EnterpriseSite2","EnterpriseSite2",6,30006,0,27,0,0,4
"2013-04-01 08:00:00","EnterpriseSite2","INTERNET",6,5157,6694,58,39,2,12
"2013-04-01 08:00:00","EnterpriseSite2","Other",17,1143,0,6,0,12,4
"2013-04-01 08:00:00","EnterpriseSite3","EnterpriseSite3",6,221444,0,186,0,0,16
"2013-04-01 08:00:00","EnterpriseSite3","INTERNET",6,3039197,4238784,33505,26806,45,6701
"2013-04-01 08:00:00","INTERNET","EnterpriseSite1",6,58085,1346036,835,1149,160,76
"2013-04-01 08:00:00","INTERNET","EnterpriseSite2",6,514592,18436058,8115,13673,187,99
"2013-04-01 08:00:00","INTERNET","EnterpriseSite3",6,167902,3168302,2197,2799,0,244
"2013-04-01 08:05:00","EnterpriseSite1","EnterpriseSite1",1,10212,0,138,0,32,46
"2013-04-01 08:05:00","EnterpriseSite1","INTERNET",6,3239275,4580545,36210,28948,109,7242
"2013-04-01 08:05:00","EnterpriseSite1","Other",17,972,0,4,0,0,4
"2013-04-01 08:05:00","EnterpriseSite2","Other",17,836,0,10,0,3,4
"2013-04-01 08:05:00","EnterpriseSite3","INTERNET",6,2949372,4110979,32515,25967,380,6503
"2013-04-01 08:05:00","INTERNET","EnterpriseSite1",6,46933,865300,673,837,240,71
"2013-04-01 08:05:00","INTERNET","EnterpriseSite2",6,912365,32307668,14345,23986,338,175
"2013-04-01 08:05:00","INTERNET","EnterpriseSite3",6,154924,2867682,2031,2545,0,224
"2013-04-01 08:10:00","EnterpriseSite1","EnterpriseSite1",1,10212,0,138,0,36,46
"2013-04-01 08:10:00","EnterpriseSite1","INTERNET",6,3230871,4567835,36110,28867,84,7222
"2013-04-01 08:10:00","EnterpriseSite1","Other",17,4176,0,46,0,184,3
"2013-04-01 08:10:00","EnterpriseSite2","INTERNET",6,480263,669878,5295,4237,0,1059
"2013-04-01 08:10:00","EnterpriseSite2","Other",17,486,0,2,0,0,2
"2013-04-01 08:10:00","EnterpriseSite3","INTERNET",6,2809722,3917061,30975,24751,626,6195
"2013-04-01 08:10:00","EnterpriseSite3","Other",17,486,0,2,0,0,2
"2013-04-01 08:10:00","INTERNET","EnterpriseSite1",6,59869,1141718,844,1061,233,89
"2013-04-01 08:10:00","INTERNET","EnterpriseSite2",6,1422882,50926419,22474,37835,453,285
"2013-04-01 08:10:00","INTERNET","EnterpriseSite3",6,61242,1110941,801,991,0,89
"2013-04-01 08:15:00","EnterpriseSite1","EnterpriseSite1",1,10212,0,138,0,13,46
"2013-04-01 08:15:00","EnterpriseSite1","EnterpriseSite1",6,1236186,0,878,0,0,29
"2013-04-01 08:15:00","EnterpriseSite1","INTERNET",6,3143364,4444780,35140,28086,90,7028
"2013-04-01 08:15:00","EnterpriseSite1","Other",17,6748,0,65,0,109,6
"2013-04-01 08:15:00","EnterpriseSite2","INTERNET",6,2235313,3117604,24645,19716,32,4929
"2013-04-01 08:15:00","EnterpriseSite3","INTERNET",6,2628705,3665163,28980,23165,1351,5796
"2013-04-01 08:15:00","EnterpriseSite3","Other",17,128,0,2,0,0,1
"2013-04-01 08:15:00","INTERNET","EnterpriseSite1",6,73972,1470181,1051,1330,246,105
"2013-04-01 08:15:00","INTERNET","EnterpriseSite2",6,1674917,58954332,26437,43925,504,331
"2013-04-01 08:15:00","INTERNET","EnterpriseSite3",6,64666,1183624,842,1057,0,95
"2013-04-01 08:20:00","EnterpriseSite1","EnterpriseSite1",1,10434,0,141,0,22,47
"2013-04-01 08:20:00","EnterpriseSite1","EnterpriseSite1",6,4917222,0,3474,0,0,109
"2013-04-01 08:20:00","EnterpriseSite1","INTERNET",6,2993961,4232378,33455,26752,25,6691
"2013-04-01 08:20:00","EnterpriseSite2","INTERNET",6,2217659,3091241,24450,19528,248,4890
"2013-04-01 08:20:00","EnterpriseSite2","Other",17,486,0,2,0,0,2
"2013-04-01 08:20:00","EnterpriseSite3","INTERNET",6,2439591,3400812,26895,21486,1316,5379
"2013-04-01 08:20:00","EnterpriseSite3","Other",17,5454,0,56,0,221,3
"2013-04-01 08:20:00","INTERNET","EnterpriseSite1",6,63570,1033794,867,1019,246,102
"2013-04-01 08:20:00","INTERNET","EnterpriseSite2",6,1213533,43329813,19379,32180,427,246
"2013-04-01 08:20:00","INTERNET","EnterpriseSite3",6,95246,1774490,1248,1572,0,138
"2013-04-01 08:25:00","EnterpriseSite1","EnterpriseSite1",1,10212,0,138,0,57,46
"2013-04-01 08:25:00","EnterpriseSite1","EnterpriseSite1",6,731365,0,529,0,0,20
"2013-04-01 08:25:00","EnterpriseSite1","INTERNET",6,3712005,8152733,36056,30472,154,6726
"2013-04-01 08:25:00","EnterpriseSite1","Other",17,6753,0,69,0,94,9
"2013-04-01 08:25:00","EnterpriseSite2","INTERNET",6,1921338,2671792,21120,16873,1520,4228
"2013-04-01 08:25:00","EnterpriseSite2","Other",17,1125,0,9,0,59,4
"2013-04-01 08:25:00","EnterpriseSite3","INTERNET",6,2634215,3677807,28914,23024,5411,5870
"2013-04-01 08:25:00","EnterpriseSite3","Other",17,2310,0,17,0,77,7
"2013-04-01 08:25:00","INTERNET","EnterpriseSite1",6,66739,1012252,847,1001,242,93
"2013-04-01 08:25:00","INTERNET","EnterpriseSite2",6,664200,23499071,10533,17559,307,142
"2013-04-01 08:25:00","INTERNET","EnterpriseSite3",6,170482,3229501,2240,2848,0,245
"2013-04-01 08:30:00","EnterpriseSite1","EnterpriseSite1",1,10212,0,138,0,29,46
"2013-04-01 08:30:00","EnterpriseSite1","EnterpriseSite1",6,603038,0,439,0,0,16
"2013-04-01 08:30:00","EnterpriseSite1","INTERNET",6,5812899,10385871,39838,34683,622,6732
"2013-04-01 08:30:00","EnterpriseSite1","Other",17,985,0,4,0,32,3
"2013-04-01 08:30:00","EnterpriseSite2","INTERNET",6,1902514,2613196,20723,16553,23679,4159
"2013-04-01 08:30:00","EnterpriseSite2","Other",1,148,0,2,0,1,1
"2013-04-01 08:30:00","EnterpriseSite2","Other",6,194,0,3,0,9,1
"2013-04-01 08:30:00","EnterpriseSite2","Other",17,7316,0,73,0,149,9
"2013-04-01 08:30:00","EnterpriseSite3","INTERNET",6,2038291,1912193,15831,12775,7116,3080
"2013-04-01 08:30:00","EnterpriseSite3","Other",17,12934,0,134,0,193,11
"2013-04-01 08:30:00","INTERNET","EnterpriseSite1",6,124871,2162993,1439,1925,298,119
"2013-04-01 08:30:00","INTERNET","EnterpriseSite2",6,680973,24226617,10758,18090,339,151
"2013-04-01 08:30:00","INTERNET","EnterpriseSite3",6,128236,2333114,1675,2081,0,205
"2013-04-01 08:35:00","EnterpriseSite1","EnterpriseSite1",1,10212,0,138,0,16,46
"2013-04-01 08:35:00","EnterpriseSite1","EnterpriseSite1",6,207282,0,168,0,0,12
"2013-04-01 08:35:00","EnterpriseSite1","INTERNET",6,5486294,15437415,41132,37597,457,6704
"2013-04-01 08:35:00","EnterpriseSite1","Other",17,427,0,3,0,0,2
"2013-04-01 08:35:00","EnterpriseSite2","EnterpriseSite2",6,108,0,2,0,0,1
"2013-04-01 08:35:00","EnterpriseSite2","INTERNET",6,4050621,3431177,28794,23338,740,5306
"2013-04-01 08:35:00","EnterpriseSite2","Other",17,8068,0,82,0,183,10
"2013-04-01 08:35:00","EnterpriseSite3","INTERNET",6,2134883,2535625,20520,16486,4125,4289
"2013-04-01 08:35:00","EnterpriseSite3","Other",17,8480,0,85,0,254,8
"2013-04-01 08:35:00","INTERNET","EnterpriseSite1",6,102498,1052965,1039,1159,264,121
"2013-04-01 08:35:00","INTERNET","EnterpriseSite2",6,816988,27366319,12537,20601,354,176
"2013-04-01 08:35:00","INTERNET","EnterpriseSite3",6,75004,1461330,993,1279,0,106
"2013-04-01 08:35:00","Other","EnterpriseSite2",1,70,0,1,0,0,1
